Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ṅṅ	ŋ ŋ	chuṅṅu, nyuṅṅu	tibetanwritten	2	U+1e45 U+1e45
aˊ$	aˊ	kyaˊ, raˊ	burmesewritten	2	U+0061 U+02ca U+0024
ī:h	īːh	mī:huiṅ, han:sī:hān:rwak	burmesewritten	2	U+012b U+003a U+0068
ñs	ɲs	taññsī:, tatuiṅ:tapraññsā	burmesewritten	2	U+00f1 U+0073
'o	o	chu'obs, kekho'ong	tibetanwritten, ntenyi	2	U+0027 U+006f
^phw	phw	phwai, phwaṅʼ	burmesewritten	2	U+005e U+0070 U+0068 U+0077
aʼ$	aʼ	-raʼ, aphaʼ	burmesewritten	2	U+0061 U+02bc U+0024
üshw	üshw	kümüshwi, khüshwü	chokri	2	U+00fc U+0073 U+0068 U+0077
nʼ	n’	aminʼpe:	burmesewritten	1	U+006e U+02bc
vw	vw	tapvwi	lotha	1	U+0076 U+0077
swh	swh	boswhe	rengma	1	U+0073 U+0077 U+0068
aˋ$	aˋ	'thug◦paˋ	tibetanwritten	1	U+0061 U+02cb U+0024
jh	jh	ejhüpa	kezhama	1	U+006a U+0068
g|	g|	phi-ing|◦a◦bong	mikir	1	U+0067 U+007c
^gʒ	gʒ	gʒima	tibetanwritten	1	U+005e U+0067 U+0292
ã	ã	tuilãkna	lushai	1	U+00e3
^ch˯	ch˯	ch˯a˯hei	tangkhul	1	U+005e U+0063 U+0068 U+02ef
^aa	aː	a-aniba	sema	1	U+005e U+0061 U+0061
jw	jw	ta◦jwang	liangmai	1	U+006a U+0077
b̥	b̥	ab̥angin	lushai	1	U+0062 U+0325
vh	vh	o◦pvhü	lotha	1	U+0076 U+0068
a˯	a˯	ch˯a˯hei	tangkhul	1	U+0061 U+02ef
rwh	rwh	kürwhi	meluri	1	U+0072 U+0077 U+0068
é	é	jé◦jei	phom	1	U+00e9
á	á	t̥iáu	lushai	1	U+00e1
^'m	m	'mtala	sema	1	U+005e U+0027 U+006d
ṁ:s	<?>	saluṁ:sā:	burmesewritten	1	U+1e41 U+003a U+0073
's	s	se'se'	sangtam	1	U+0027 U+0073
^nwh	nwh	nwhi	ntenyi	1	U+005e U+006e U+0077 U+0068
fw	fw	te◦pfwong	rengma	1	U+0066 U+0077
ā:s	āːs	kyā:sac	burmesewritten	1	U+0101 U+003a U+0073
^'o$	o	'o	tibetanwritten	1	U+005e U+0027 U+006f U+0024
keng◦sarti (apok)	<???>	keng◦sarti (apok)	mikir	1	U+006b U+0065 U+006e U+0067 U+25e6 U+0073 U+0061 U+0072 U+0074 U+0069 U+0020 U+0028 U+0061 U+0070 U+006f U+006b U+0029
'	<?>	khütsinih'-mük	nruanghmei	1	U+0027
^nhs	nhs	nhsan	jingpho	1	U+005e U+006e U+0068 U+0073
'r	r	nih'ruai	nruanghmei	1	U+0027 U+0072
^saC$	ts a n	saC	jingpho	1	U+0043 U+0024
^nswh	nswh	nswhenka	rengma	1	U+005e U+006e U+0073 U+0077 U+0068
^?	<?>	?nda	liangmai	1	U+005e U+003f
^e̊	e̥	e̊rh	lushai	1	U+005e U+0065 U+030a
cc	cc	saccāprukhraṅ	burmesewritten	1	U+0063 U+0063
psh	psh	yepshang	chang	1	U+0070 U+0073 U+0068
^r̥	r̥	r̥agdai	maram	1	U+005e U+0072 U+0325
sh$	sh	yash	angamikhonoma	1	U+0073 U+0068 U+0024
r̊	r̥	sr̊ama	tibetanwritten	1	U+0072 U+030a
m̩	m̩	chom̩at	mikir	1	U+006d U+0329
^ū$	ū	ū	burmesewritten	1	U+005e U+016b U+0024
ī:sw	īːsw	mī:swe	burmesewritten	1	U+012b U+003a U+0073 U+0077
^aa$	aː	a-a	sema	1	U+005e U+0061 U+0061 U+0024
ns$	ns	'gens	tibetanwritten	1	U+006e U+0073 U+0024
'gh	gh	a◦mkhu◦'ghi	sema	1	U+0027 U+0067 U+0068
ɛ	ɛ	khɛ◦tok	wancho	1	U+025b
ke◦cheng (a◦rep◦i)	<???>	ke◦cheng (a◦rep◦i)	mikir	1	U+006b U+0065 U+25e6 U+0063 U+0068 U+0065 U+006e U+0067 U+0020 U+0028 U+0061 U+25e6 U+0072 U+0065 U+0070 U+25e6 U+0069 U+0029
üsh$	üsh	imüsh	sangtam	1	U+00fc U+0073 U+0068 U+0024
^û	û	ûm	lushai	1	U+005e U+00fb
'nw	'nw	m'nwa	mzieme	1	U+0027 U+006e U+0077
ñʼ	ɲ’	kraññʼ◦rhā	burmesewritten	1	U+00f1 U+02bc
^K	<?>	Kütu	sangtam	1	U+005e U+004b
i̇	i̇	kyaṅi̇ayim	burmesewritten	1	U+0069 U+0307
'h	h	n'hai	mzieme	1	U+0027 U+0068
ñ$	ɲ	taṁcañ	burmesewritten	1	U+00f1 U+0024
ŋ$	ŋ	pauŋ	yimchungru	1	U+014b U+0024
ʔsh	ʔsh	noʔshing	sangtam	1	U+0294 U+0073 U+0068
ï	i	jïüpü	phom	1	U+00ef
j$	j	yaj	burmesewritten	1	U+006a U+0024
|t	|t	de l-|tar	tibetanwritten	1	U+007c U+0074
ṁ:	<?>	byuṁ:kanai	burmesewritten	1	U+1e41 U+003a
o:	oː	to:ji◦chi◦len	aochungli	1	U+006f U+003a
ñʼ$	ɲ’	kraññʼ	burmesewritten	1	U+00f1 U+02bc U+0024
aʼ	aʼ	mejang◦aʼ a◦yip	aochungli	1	U+0061 U+02bc
ghw	ghw	ighwono	sema	1	U+0067 U+0068 U+0077
ɑ	ɑ	sahɑi	tangkhul	1	U+0251
n:s	nːs	han:sī:hān:rwak	burmesewritten	1	U+006e U+003a U+0073
ũ	ũ	ngũghjümbü	chang	1	U+0169
^ü$	u	ü	yimchungru	1	U+005e U+00fc U+0024
nhˊ$	nhˊ	khunhˊ	nruanghmei	1	U+006e U+0068 U+02ca U+0024
^'u	u	'ugpa	tibetanwritten	1	U+005e U+0027 U+0075
^swh	swh	swhi	rengma	1	U+005e U+0073 U+0077 U+0068
a:$	aː	sakhwa:	burmesewritten	1	U+0061 U+003a U+0024
^l$	l	l	tangkhul	1	U+005e U+006c U+0024
ń:$	ńː	koń:	burmesewritten	1	U+0144 U+003a U+0024
nˋ$	nˋ	makhawnˋ	jingpho	1	U+006e U+02cb U+0024
lhw	lhw	apraclhwat	burmesewritten	1	U+006c U+0068 U+0077
^ii	iː	iingdeng	mikir	1	U+005e U+0069 U+0069
^lsh	lsh	lshor	dimasa	1	U+005e U+006c U+0073 U+0068
^ṭh	ṭh	ṭhi	lushai	1	U+005e U+1e6d U+0068
^ā:	āː	ā:naññ	burmesewritten	1	U+005e U+0101 U+003a
'kh	kʰ	'khal 'khel	tibetanwritten	1	U+0027 U+006b U+0068
ñ:	ɲː	anaññ:ṅay	burmesewritten	1	U+00f1 U+003a
m̊:	m̥ː	chum̊:rhum̊:	burmesewritten	1	U+006d U+030a U+003a
'th	tʰ	khrag'thuṅ'bu	tibetanwritten	1	U+0027 U+0074 U+0068
g:	gː	chung:ingsam	mikir	1	U+0067 U+003a
ù	ù	pùp	jingpho	1	U+00f9
üwh	üwh	chhüwhuo	angamikohima	1	U+00fc U+0077 U+0068
dzü; thevü◦dzü	<???>	dzü; thevü◦dzü	angamikohima	1	U+0064 U+007a U+00fc U+003b U+0020 U+0074 U+0068 U+0065 U+0076 U+00fc U+25e6 U+0064 U+007a U+00fc
^ms	ms	msi	mzieme	1	U+005e U+006d U+0073
^ps	ps	psü	kezhama	1	U+005e U+0070 U+0073
ws	ws	khawsik	lushai	1	U+0077 U+0073
u:	uː	kye:ĵu:taṅ	burmesewritten	1	U+0075 U+003a
^m$	m	m	lotha	1	U+005e U+006d U+0024
ïh$	ïh	haïh	chang	1	U+00ef U+0068 U+0024
^ô$	ô	ô.	burmesewritten	1	U+005e U+00f4 U+0024
VV	<?>	khVVpui	lushai	1	U+0056 U+0056
'ths	tʰs	bro-'thsal	tibetanwritten	1	U+0027 U+0074 U+0068 U+0073
ḁ	<?>	tḁkon	khoirao	1	U+1e01
a:	aː	kwa:lhe	burmesewritten	1	U+0061 U+003a
tsaw/tsóʔ	<???>	tsaw/tsóʔ	jingpho	1	U+0074 U+0073 U+0061 U+0077 U+002f U+0074 U+0073 U+00f3 U+0294
û$	û	koplinbû	chang	1	U+00fb U+0024
^ʔ	ʔ	ʔyuʔ	jingpho	1	U+005e U+0294
åw	åw	såwm◦pali	lushai	1	U+00e5 U+0077
u:$	uː	na◦phu:	burmesewritten	1	U+0075 U+003a U+0024
Nw	<?>	khwaisoNwe	burmesewritten	1	U+004e U+0077
^'p	p	'prad	tibetanwritten	1	U+005e U+0027 U+0070
'e$	e	khe'e	ntenyi	1	U+0027 U+0065 U+0024
gʒ	gʒ	smyugʒu	tibetanwritten	1	U+0067 U+0292
ls	ls	malsâwm	lushai	1	U+006c U+0073
bʒ	bʒ	cu-bʒi	tibetanwritten	1	U+0062 U+0292
1$	<?>	a◦ghü1	kezhama	1	U+0031 U+0024
^thswa$	tsʰ w a	thswa	tibetanwritten	1	U+005e U+0074 U+0068 U+0073 U+0077
ö$	o	nchö	lotha	1	U+00f6 U+0024
mhˊ	mhˊ	rümhˊma	nruanghmei	1	U+006d U+0068 U+02ca
xh	xh	axhü	ntenyi	1	U+0078 U+0068
^bw	bw	bwangsu	liangmai	1	U+005e U+0062 U+0077
ə$	ə	rüzə	angamikohima	1	U+0259 U+0024
t̥	t̥	ril◦t̥am	lushai	1	U+0074 U+0325
mʼ$	m’	nimʼ	burmesewritten	1	U+006d U+02bc U+0024
ũ$	ũ	langzũ	aochungli	1	U+0169 U+0024
ĥ	<?>	cĥing	lushai	1	U+0125
^tsw	tsw	tswa	mzieme	1	U+005e U+0074 U+0073 U+0077
à	à	gànan	burmesewritten	1	U+00e0
bhw	bhw	a◦bhwā:	burmesewritten	1	U+0062 U+0068 U+0077
ghs	ghs	lüghsügh-	chang	1	U+0067 U+0068 U+0073
^ˋph	ˋph	ˋpham:	burmesewritten	1	U+005e U+02cb U+0070 U+0068
shü◦rem / ki	sh y + r e m	shü◦rem / ki	sangtam	1	U+0073 U+0068 U+00fc U+25e6 U+0072 U+0065 U+006d U+0020 U+002f U+0020 U+006b U+0069
hw	hw	phak◦hwü	chokri	1	U+0068 U+0077
ĵ	ĵ	kye:ĵu:taṅ	burmesewritten	1	U+0135
^'ā:$	āː	'ā:	burmesewritten	1	U+005e U+0027 U+0101 U+003a U+0024
^â$	â	â	lushai	1	U+005e U+00e2 U+0024
r̊$	r̥	phar̊	tibetanwritten	1	U+0072 U+030a U+0024
^ū	ū	ū◦nyiei	konyak	1	U+005e U+016b
^cw	cw	cwam:mā	burmesewritten	1	U+005e U+0063 U+0077
üss	üss	aküssa	sema	1	U+00fc U+0073 U+0073
